"","species","replicate_number","invade_monoculture","temperature","mesocosm_id","day","zooplankton_abundance","day_n","ephippia_abundance","ephippia_species","algae_abundance","fiji_bs","zooplankton_length_cm","date","dry_weight_ug_per_individual","average_weight_zooplankton","zooplankton_biomass_per_mesocosm"
"10218","diaphanosoma",6,"daph invade",24,"dia-meso-24-6","day39",245,39,NA,"diaphanosoma.ephippia",1582,1070,0.413,2019-10-22,0.342842020583258,2.22308515647929,544.655863337426
"10219","diaphanosoma",6,"daph invade",24,"dia-meso-24-6","day39",245,39,NA,"diaphanosoma.ephippia",1582,1071,0.466,2019-10-22,0.495297489583372,2.22308515647929,544.655863337426
"10220","diaphanosoma",6,"daph invade",24,"dia-meso-24-6","day39",245,39,NA,"diaphanosoma.ephippia",1582,1072,0.588,2019-10-22,1.00597445145649,2.22308515647929,544.655863337426
"10221","diaphanosoma",6,"daph invade",24,"dia-meso-24-6","day39",245,39,NA,"diaphanosoma.ephippia",1582,1073,0.807,2019-10-22,2.63959865811437,2.22308515647929,544.655863337426
"10222","diaphanosoma",6,"daph invade",24,"dia-meso-24-6","day39",245,39,NA,"diaphanosoma.ephippia",1582,1074,0.921,2019-10-22,3.94814715986336,2.22308515647929,544.655863337426
"10223","diaphanosoma",6,"daph invade",24,"dia-meso-24-6","day39",245,39,NA,"diaphanosoma.ephippia",1582,1075,0.791,2019-10-22,2.48335029208975,2.22308515647929,544.655863337426
"10224","diaphanosoma",6,"daph invade",24,"dia-meso-24-6","day39",245,39,NA,"diaphanosoma.ephippia",1582,1076,0.548,2019-10-22,0.81163095120168,2.22308515647929,544.655863337426
"10225","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1101,0.687,2019-10-22,1.61622349733607,1.44836101126175,406.989444164552
"10226","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1102,0.894,2019-10-22,3.6059496501846,1.44836101126175,406.989444164552
"10227","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1103,0.627,2019-10-22,1.22339988551865,1.44836101126175,406.989444164552
"10228","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1104,0.692,2019-10-22,1.65233274070449,1.44836101126175,406.989444164552
"10229","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1105,0.457,2019-10-22,0.466722674247359,1.44836101126175,406.989444164552
"10230","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1106,0.368,2019-10-22,0.241230680582226,1.44836101126175,406.989444164552
"10231","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1107,0.283,2019-10-22,0.108364618816179,1.44836101126175,406.989444164552
"10232","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1108,0.471,2019-10-22,0.511668808015797,1.44836101126175,406.989444164552
"10233","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1109,0.409,2019-10-22,0.332824400272523,1.44836101126175,406.989444164552
"10234","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1110,0.888,2019-10-22,3.53271453616496,1.44836101126175,406.989444164552
"10235","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1111,0.878,2019-10-22,3.41288793879383,1.44836101126175,406.989444164552
"10236","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1112,0.386,2019-10-22,0.279013846237939,1.44836101126175,406.989444164552
"10237","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1113,0.489,2019-10-22,0.573612137543472,1.44836101126175,406.989444164552
"10238","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1114,0.291,2019-10-22,0.117971248617763,1.44836101126175,406.989444164552
"10239","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1115,0.472,2019-10-22,0.514986101542138,1.44836101126175,406.989444164552
"10240","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1116,0.455,2019-10-22,0.460526858880139,1.44836101126175,406.989444164552
"10241","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1117,0.495,2019-10-22,0.595327959701527,1.44836101126175,406.989444164552
"10242","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1120,0.881,2019-10-22,3.44854447655606,1.44836101126175,406.989444164552
"10243","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1121,0.379,2019-10-22,0.263880872508801,1.44836101126175,406.989444164552
"10244","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1122,0.902,2019-10-22,3.70517357895959,1.44836101126175,406.989444164552
"10245","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1123,0.844,2019-10-22,3.02593554872966,1.44836101126175,406.989444164552
"10246","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1124,0.54,2019-10-22,0.776064870083521,1.44836101126175,406.989444164552
"10247","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1125,0.525,2019-10-22,0.712228972313075,1.44836101126175,406.989444164552
"10248","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1126,0.531,2019-10-22,0.737322088107781,1.44836101126175,406.989444164552
"10249","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1127,0.955,2019-10-22,4.40924785012905,1.44836101126175,406.989444164552
"10250","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1128,0.511,2019-10-22,0.655922790936572,1.44836101126175,406.989444164552
"10251","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1129,0.796,2019-10-22,2.53149081518137,1.44836101126175,406.989444164552
"10252","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1130,0.478,2019-10-22,0.535193758004694,1.44836101126175,406.989444164552
"10253","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1131,0.468,2019-10-22,0.501803115009599,1.44836101126175,406.989444164552
"10254","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1132,0.831,2019-10-22,2.88614773671952,1.44836101126175,406.989444164552
"10255","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1133,0.803,2019-10-22,2.59993508741574,1.44836101126175,406.989444164552
"10256","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1134,0.866,2019-10-22,3.27273812404012,1.44836101126175,406.989444164552
"10257","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1135,0.431,2019-10-22,0.390432966740799,1.44836101126175,406.989444164552
"10258","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1136,0.436,2019-10-22,0.404398532945315,1.44836101126175,406.989444164552
"10259","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1137,0.352,2019-10-22,0.210673414531762,1.44836101126175,406.989444164552
"10260","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1138,0.365,2019-10-22,0.235288443419856,1.44836101126175,406.989444164552
"10261","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1139,0.37,2019-10-22,0.245247671033159,1.44836101126175,406.989444164552
"10262","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1140,0.545,2019-10-22,0.798168126632897,1.44836101126175,406.989444164552
"10263","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1146,0.781,2019-10-22,2.38892182880148,1.44836101126175,406.989444164552
"10264","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1147,0.396,2019-10-22,0.30162787198762,1.44836101126175,406.989444164552
"10265","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1148,0.75,2019-10-22,2.11157206640293,1.44836101126175,406.989444164552
"10266","diaphanosoma",4,"daph invade",26,"dia-meso-26-4","day39",281,39,NA,"diaphanosoma.ephippia",2532,1149,0.957,2019-10-22,4.43744428264294,1.44836101126175,406.989444164552
"10267","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,1,0.499,2019-10-22,0.610107833441829,1.29582391419643,317.476858978126
"10268","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,2,0.411,2019-10-22,0.337808264080786,1.29582391419643,317.476858978126
"10269","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,3,0.302,2019-10-22,0.132091658721214,1.29582391419643,317.476858978126
"10270","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,4,0.457,2019-10-22,0.466722674247359,1.29582391419643,317.476858978126
"10271","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,5,0.311,2019-10-22,0.144455853293466,1.29582391419643,317.476858978126
"10272","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,8,0.605,2019-10-22,1.09724311694512,1.29582391419643,317.476858978126
"10273","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,9,0.696,2019-10-22,1.68160732984108,1.29582391419643,317.476858978126
"10274","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,10,0.362,2019-10-22,0.229445346001761,1.29582391419643,317.476858978126
"10275","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,11,0.759,2019-10-22,2.18973182209542,1.29582391419643,317.476858978126
"10276","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,12,0.421,2019-10-22,0.363481058937508,1.29582391419643,317.476858978126
"10277","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,13,0.386,2019-10-22,0.279013846237939,1.29582391419643,317.476858978126
"10278","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,14,0.72,2019-10-22,1.86460289955921,1.29582391419643,317.476858978126
"10279","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,15,0.313,2019-10-22,0.147305117590038,1.29582391419643,317.476858978126
"10280","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,16,0.386,2019-10-22,0.279013846237939,1.29582391419643,317.476858978126
"10281","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,17,0.514,2019-10-22,0.667726884080631,1.29582391419643,317.476858978126
"10282","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,18,0.364,2019-10-22,0.233329770882593,1.29582391419643,317.476858978126
"10283","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,19,0.469,2019-10-22,0.505077346725208,1.29582391419643,317.476858978126
"10284","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,20,0.403,2019-10-22,0.318169623618772,1.29582391419643,317.476858978126
"10285","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,25,1.07,2019-10-22,6.23485860905988,1.29582391419643,317.476858978126
"10286","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,26,0.334,2019-10-22,0.179535246776436,1.29582391419643,317.476858978126
"10287","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,27,0.952,2019-10-22,4.36717927535007,1.29582391419643,317.476858978126
"10288","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,28,0.525,2019-10-22,0.712228972313075,1.29582391419643,317.476858978126
"10289","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,29,0.283,2019-10-22,0.108364618816179,1.29582391419643,317.476858978126
"10290","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,30,0.478,2019-10-22,0.535193758004694,1.29582391419643,317.476858978126
"10291","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,31,0.932,2019-10-22,4.09359170137931,1.29582391419643,317.476858978126
"10292","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,32,0.381,2019-10-22,0.268146812923641,1.29582391419643,317.476858978126
"10293","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,33,0.399,2019-10-22,0.308644577791553,1.29582391419643,317.476858978126
"10294","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,39,0.989,2019-10-22,4.90520699722422,1.29582391419643,317.476858978126
"10295","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,40,0.809,2019-10-22,2.65958199369791,1.29582391419643,317.476858978126
"10296","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,41,0.45,2019-10-22,0.445279568447749,1.29582391419643,317.476858978126
"10297","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,42,0.546,2019-10-22,0.802638931206037,1.29582391419643,317.476858978126
"10298","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,43,0.383,2019-10-22,0.272458839764005,1.29582391419643,317.476858978126
"10299","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,44,0.968,2019-10-22,4.59469250859493,1.29582391419643,317.476858978126
"10300","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,45,0.475,2019-10-22,0.525024617420526,1.29582391419643,317.476858978126
"10301","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,46,0.774,2019-10-22,2.32427732733362,1.29582391419643,317.476858978126
"10302","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,47,0.455,2019-10-22,0.460526858880139,1.29582391419643,317.476858978126
"10303","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,48,0.558,2019-10-22,0.857607642950577,1.29582391419643,317.476858978126
"10304","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,49,0.329,2019-10-22,0.171470786417218,1.29582391419643,317.476858978126
"10305","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,50,0.311,2019-10-22,0.144455853293466,1.29582391419643,317.476858978126
"10306","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,51,0.482,2019-10-22,0.548957299302187,1.29582391419643,317.476858978126
"10307","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,52,0.965,2019-10-22,4.55144147153686,1.29582391419643,317.476858978126
"10308","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,53,0.399,2019-10-22,0.308644577791553,1.29582391419643,317.476858978126
"10309","diaphanosoma",5,"daph invade",26,"dia-meso-26-5","day39",245,39,NA,"diaphanosoma.ephippia",4069,54,0.909,2019-10-22,3.79348517163282,1.29582391419643,317.476858978126
"10310","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,63,0.88,2019-10-22,3.43663129546779,1.60223374716747,485.476825391744
"10311","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,64,0.484,2019-10-22,0.555927369148174,1.60223374716747,485.476825391744
"10312","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,65,0.46,2019-10-22,0.476121016078785,1.60223374716747,485.476825391744
"10313","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,66,0.374,2019-10-22,0.253415987702564,1.60223374716747,485.476825391744
"10314","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,67,0.762,2019-10-22,2.21621064354447,1.60223374716747,485.476825391744
"10315","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,68,0.792,2019-10-22,2.49292875421566,1.60223374716747,485.476825391744
"10316","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,69,0.924,2019-10-22,3.98746363066754,1.60223374716747,485.476825391744
"10317","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,70,0.411,2019-10-22,0.337808264080786,1.60223374716747,485.476825391744
"10318","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,71,0.426,2019-10-22,0.376795135281199,1.60223374716747,485.476825391744
"10319","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,72,0.7,2019-10-22,1.71122834974106,1.60223374716747,485.476825391744
"10320","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,73,0.836,2019-10-22,2.93938697883977,1.60223374716747,485.476825391744
"10321","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,74,0.505,2019-10-22,0.632736762059578,1.60223374716747,485.476825391744
"10322","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,75,0.346,2019-10-22,0.199921320475512,1.60223374716747,485.476825391744
"10323","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,76,0.41,2019-10-22,0.335310111476785,1.60223374716747,485.476825391744
"10324","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,80,1.007,2019-10-22,5.18232965261034,1.60223374716747,485.476825391744
"10325","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,81,0.751,2019-10-22,2.12016239224691,1.60223374716747,485.476825391744
"10326","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,82,0.418,2019-10-22,0.355646360882265,1.60223374716747,485.476825391744
"10327","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,83,0.95,2019-10-22,4.33928388916402,1.60223374716747,485.476825391744
"10328","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,84,0.499,2019-10-22,0.610107833441829,1.60223374716747,485.476825391744
"10329","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,85,0.757,2019-10-22,2.17219786972784,1.60223374716747,485.476825391744
"10330","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,86,0.418,2019-10-22,0.355646360882265,1.60223374716747,485.476825391744
"10331","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,87,0.301,2019-10-22,0.130763444101271,1.60223374716747,485.476825391744
"10332","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,88,0.726,2019-10-22,1.91235326599535,1.60223374716747,485.476825391744
"10333","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,92,0.981,2019-10-22,4.78530588770617,1.60223374716747,485.476825391744
"10334","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,93,1.034,2019-10-22,5.61743841937808,1.60223374716747,485.476825391744
"10335","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,94,0.561,2019-10-22,0.871734184415136,1.60223374716747,485.476825391744
"10336","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,95,0.352,2019-10-22,0.210673414531762,1.60223374716747,485.476825391744
"10337","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,96,0.807,2019-10-22,2.63959865811437,1.60223374716747,485.476825391744
"10338","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,97,0.344,2019-10-22,0.196420952680693,1.60223374716747,485.476825391744
"10339","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,98,0.41,2019-10-22,0.335310111476785,1.60223374716747,485.476825391744
"10340","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,99,0.346,2019-10-22,0.199921320475512,1.60223374716747,485.476825391744
"10341","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,100,0.63,2019-10-22,1.24132325854229,1.60223374716747,485.476825391744
"10342","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,115,0.683,2019-10-22,1.58772075764975,1.60223374716747,485.476825391744
"10343","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,116,0.47,2019-10-22,0.50836590040258,1.60223374716747,485.476825391744
"10344","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,117,0.919,2019-10-22,3.92208139012988,1.60223374716747,485.476825391744
"10345","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,118,0.529,2019-10-22,0.728892818480805,1.60223374716747,485.476825391744
"10346","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,119,0.623,2019-10-22,1.19977364242316,1.60223374716747,485.476825391744
"10347","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,120,0.425,2019-10-22,0.374106546912843,1.60223374716747,485.476825391744
"10348","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,121,0.886,2019-10-22,3.50852672688962,1.60223374716747,485.476825391744
"10349","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,122,0.405,2019-10-22,0.323005334122419,1.60223374716747,485.476825391744
"10350","diaphanosoma",6,"daph invade",26,"dia-meso-26-6","day39",303,39,NA,"diaphanosoma.ephippia",2824,123,0.4,2019-10-22,0.311007621702703,1.60223374716747,485.476825391744
"10351","diaphanosoma",4,"daph invade",27,"dia-meso-27-4","day39",207,39,NA,"diaphanosoma.ephippia",2266,129,0.858,2019-10-22,3.18148591359169,1.72142402867696,356.33477393613
"10352","diaphanosoma",4,"daph invade",27,"dia-meso-27-4","day39",207,39,NA,"diaphanosoma.ephippia",2266,130,0.448,2019-10-22,0.439276881176404,1.72142402867696,356.33477393613
"10353","diaphanosoma",4,"daph invade",27,"dia-meso-27-4","day39",207,39,NA,"diaphanosoma.ephippia",2266,131,0.726,2019-10-22,1.91235326599535,1.72142402867696,356.33477393613
"10354","diaphanosoma",4,"daph invade",27,"dia-meso-27-4","day39",207,39,NA,"diaphanosoma.ephippia",2266,132,0.814,2019-10-22,2.70998445889797,1.72142402867696,356.33477393613
"10355","diaphanosoma",4,"daph invade",27,"dia-meso-27-4","day39",207,39,NA,"diaphanosoma.ephippia",2266,133,0.751,2019-10-22,2.12016239224691,1.72142402867696,356.33477393613
"10356","diaphanosoma",4,"daph invade",27,"dia-meso-27-4","day39",207,39,NA,"diaphanosoma.ephippia",2266,134,0.437,2019-10-22,0.407231324716038,1.72142402867696,356.33477393613
"10357","diaphanosoma",4,"daph invade",27,"dia-meso-27-4","day39",207,39,NA,"diaphanosoma.ephippia",2266,135,0.325,2019-10-22,0.165197259915644,1.72142402867696,356.33477393613
"10358","diaphanosoma",4,"daph invade",27,"dia-meso-27-4","day39",207,39,NA,"diaphanosoma.ephippia",2266,136,0.446,2019-10-22,0.43332879893417,1.72142402867696,356.33477393613
"10359","diaphanosoma",4,"daph invade",27,"dia-meso-27-4","day39",207,39,NA,"diaphanosoma.ephippia",2266,137,0.656,2019-10-22,1.40410710576877,1.72142402867696,356.33477393613
"10360","diaphanosoma",4,"daph invade",27,"dia-meso-27-4","day39",207,39,NA,"diaphanosoma.ephippia",2266,138,0.364,2019-10-22,0.233329770882593,1.72142402867696,356.33477393613
